city,lat,lon
Mal Bazaar,26.865572,88.7455025
Falakata,26.5179475,89.2012659
Alipurduar,26.4851573,89.5246926
Imphal,24.7991162,93.9364419
Bongaigaon,26.4800126,90.5580387
Koch Bihar,26.3223696,89.4592445
Gauripur,26.0865358,89.964662
Sapatgram,26.3309065,90.1078152
Kokrajhar,26.4003745,90.2710412
Gazole,25.2158916,88.1933032
Raiganj,25.6271966,88.1317967
Kanksa,23.4494238,87.4558412
Dubrajpur,23.7911288,87.3780882
Siuri,23.9080538,87.5277255
Godda,24.8269822,87.212476
Jaleswar,21.8042093,87.2245429
Belda,22.0715466,87.3407451
Uluberia,22.4700318,88.1011108
Mahishadal,22.1888242,87.9833125
Panskura,22.3994709,87.7175073
Ranaghat,23.1738124,88.563677
Chakdaha,23.0774983,88.5320399
Barasat,22.7191072,88.4826229
Naihati,22.8866078,88.424196
Rambha,19.5161752,85.0894367
Tangi,19.9265108,85.3989343
Ranni,9.3852605,76.7848789
Koraput,18.8109464,82.7141333
Jeypore,18.8587537,82.5720034
Jagdalpur,19.0870758,82.0235715
Suryapet,17.1405328,79.6225105
Khammam,17.2465351,80.1500326
Tallada,17.2181818,80.4199516
Bhadrachalam,17.6688019,80.8940083
Chinturu,17.7451659,81.3937851
Bibinagar,17.4747737,78.7963608
Sangareddy,17.6155151,78.0817225
Sadasivpet,17.6211902,77.9503264
Davanagere,14.4661266,75.9206361
Aluru,15.3925756,77.2270144
Shadnagar,17.0671702,78.2045948
Tumakuru,13.3400771,77.1006208
Hiriyur,13.9443237,76.6167407
Chitradurga,14.2266443,76.4005122
Jagaluru,14.5199847,76.3398876
Kudligi,14.9050763,76.3844473
Hosapete,15.266493,76.3872297
Koppala,15.3484144,76.1547421
Dabaspete,13.2274343,77.2425412
Doddaballapura,13.2929583,77.5431463
Channarayapattana,12.9068769,76.3895641
Guntur,16.2915189,80.4541588
Eluru,16.7104257,81.1153816
Srisailam,16.0737808,78.8727065
Macherla,16.4761003,79.4364575
Panvel,18.9895249,73.1221935
Meerut,28.9963296,77.7061915
Shahjahanpur,27.8827491,79.9109575
Pilibhit,28.6294996,79.8054072
Siliguri,26.7164127,88.4309916
Gorakhpur,26.7600217,83.3668129
Jajmau,26.400882,80.4000046
Kodaikanal,10.233712,77.4919719
Hoskote,13.073014,77.7921381
Pazhayangadi,12.0268315,75.2666687
Pilathara,12.0799655,75.2627885
Thrikaripur,12.1438305,75.1774278
Cheruvathur,12.216353,75.16151
Karivellur,12.1730954,75.1950017
Mattannur,11.9307557,75.5712639
Cheemeni,12.2383387,75.2321206
Irikkoor,11.9872395,75.5494735
Payyavoor,12.0625114,75.5813475
Naduvil,12.1211282,75.48296
Cherupuzha,12.2726529,75.3611234
Manjeshwar,12.7193588,74.8861095
Uppala,12.6852137,74.9056163
Kumbala,12.5932946,74.9434686
Alakode,12.191555,75.4671357
Tauru,28.2109261,76.9506404
Mananthavady,11.8010338,76.0056565
Kolhapur,16.7028412,74.2405329
Thalayolaparambu,9.7855581,76.4474906
Manimala,9.4941627,76.7501555
Pampady,9.5656334,76.6443645
Erattupetta,9.6879884,76.7797651
Muttam,9.8380574,76.7458747
Thrippunithura,9.9440256,76.3489858
Koothattukulam,9.8615955,76.5956881
Rajpipla,21.8697448,73.5048135
Kushalanagar,12.4585525,75.961437
Tirumakudalu Narasipura,12.2134628,76.9027763
Karuvanchal,12.167433,75.4621946
Anantapur,14.6783221,77.6065039
Pamidi,14.945005,77.5927903
Gooty,15.12279,77.636011
Veldurthi,15.5532612,77.9292009
Kurnool,15.8309251,78.0425373
Gadwal,16.2347032,77.7946371
Dewas,22.96363,76.054867
Sehore,23.2049201,77.0845745
Mudigere,13.1333335,75.6419184
Kundrakudi,10.1144887,78.698003
Dandeli,15.2490284,74.6236037
Areekode,11.2345587,76.049183
Ramanathapuram,9.3652354,78.8343193
Arimalam,10.2549862,78.8840289
Pattambi,10.8048616,76.1780161
Shoranur,10.7637196,76.272355
Viramgam,23.1224522,72.0483946
Mandal,23.2883831,71.9178854
Vrindavan,27.5753726,77.6938045
Samakhiali,23.3030966,70.5069387
Sanand,22.9924509,72.3825613
Korba,22.3547468,82.7110855
Katghora,22.5096189,82.5507586
Navi Mumbai,19.0308262,73.0198537
Thane,19.1943294,72.9701779
Alibag,18.6498427,72.8765469
Junagadh,21.5220416,70.4582458
Gondal,21.9575096,70.8009896
Khopoli,18.787747,73.3438185
Chattanchal,12.478354,75.058447
Vitla,12.7636039,75.1013544
Heggadadevanakote,12.0877256,76.3310585
Dudu,26.6811224,75.2320764
Kayathar,8.9479487,77.772445
Cumbum,9.7394057,77.2853013
Peermade,9.5720149,76.9958988
Niphad,20.0796924,74.1071124
Mandya,12.5238888,76.8961961
Maddur,12.5848984,77.0448679
Melparamba,12.4664855,75.0071634
Balarampur,23.0962135,86.2200923
Purulia,23.3291882,86.3672378
Ghatshila,22.5853113,86.4768222
Bannur,12.3307313,76.861373
Memari,23.1777293,88.0966249
Bardhaman,23.2495714,87.8681751
Sanduru,15.0832754,76.543411
Perundurai,11.2764669,77.5836267
Badami,15.9203874,75.6807865
Mau,25.9391096,83.5716125
Guledagudda,16.0504384,75.7899798
Keruru,16.0115013,75.5463799
Mavli,24.792682,73.9745137
Matheran,18.9901544,73.2700191
Khodala,19.7903055,73.4012499
Ojhar,20.0943037,73.9279539
Ghatkesar,17.4510837,78.6843022
Gaighata,22.9534273,88.7743721
Iritty,11.9877972,75.6768689
Bhongir,17.5172789,78.8863383
Jangaon,17.7243771,79.1570824
Nakrekal,17.1647574,79.4274007
Kunigal,13.0260158,77.0222704
Valparai,10.3279931,76.9557258
Hunsur,12.3035086,76.2928095
Belthara Road,26.1201223,83.8460568
Maksi,23.2586954,76.1467445
Pannaikadu,10.2817063,77.6304858
Shanivarsanthe,12.7267464,75.8906418
Srirangapatna,12.4226442,76.6849312
Hebballi,15.4848239,75.1292623
Amminabhavi,15.5399001,75.0581951
Hubballi,15.3518378,75.1379848
Sakaleshpura,12.9434349,75.7862318
Bantwal,12.8953789,75.0408618
Nidagundi,16.3588856,75.9363303
Palampur,32.1095492,76.5359534
Huzurnagar,16.9003733,79.8745838
Kurugodu,15.3468509,76.8357761
Mariyammanahalli,15.1608519,76.3593289
Kurki,14.3748054,75.9726447
Fatehgarh Sahib,30.6466737,76.3887563
Harohalli,12.6801695,77.473355
Kudachi,16.628022,74.8532627
Ainapura,16.6688369,74.8944396
Madarihat,26.6941144,89.2786204
Kalchini,26.6910619,89.4474765
Mateli,26.9387519,88.8059986
Jaigaon,26.854859,89.3767318
Aurad Shahajani,18.0562743,76.9286612
Kamatana,17.8583778,77.4518741
Velankanni,10.6821882,79.8481424
Renukoot,24.2188171,83.0382342
Diu,20.7137783,70.9853635
Greater Noida,28.4670734,77.5137649
Chowari,32.4323195,76.0107708
Sihunta,32.3015128,76.0893756
Pala,9.7130742,76.6831302
Saharanpur,29.9637438,77.5427464
Hullahalli,12.0974911,76.5551137
Harpalpur,25.2868272,79.3338637
Talegaon,21.1044001,78.2030868
Badnera,20.8558157,77.7327045
Haldia,22.028124,88.0632655
Tamluk,22.2896984,87.9255933
Banga,31.1859373,75.9939111
Karepally,17.5090731,80.2720007
Huliyaru,13.5849337,76.5416593
Hallikheda,17.8507988,77.265391
Jogbani,26.398946,87.2641954
Dambuk,28.2689331,95.615816
Sarsawa,30.0175194,77.4039793
Suratgarh,29.3203309,73.9026728
Nagda,23.4578957,75.4191114
Kasol,32.0104317,77.3166036
Darbhanga,26.156999,85.8995065
Mohammadabad,25.6255036,83.7556768
Ghazipur,25.5874162,83.5903956
Salempur,26.2967211,83.921322
Azamgarh,26.0654351,83.184439
Dohrighat,26.273727,83.5098005
Gyanpur,25.3334864,82.465065
Gopiganj,25.2844591,82.4326002
Zamania,25.4192773,83.5558636
Bangarapete,12.98822,78.1812561
Bagalkote,16.1853166,75.6967919
Kamatagi,16.1051675,75.8659183
Nautanwa,27.4272664,83.418656
Hisar,29.1562688,75.7292303
Khatauli,29.2780199,77.7324559
Ishwarpur,17.0502198,74.2661719
Pugalur,11.076244,78.0040454
Batlagundu,10.1636087,77.7590978
Sarapaka,17.6898839,80.8690762
Papanasam,10.9269845,79.2659271
Tiruppattur,10.1095888,78.6014428
Gandarvakottai,10.5728878,79.0148767
Katra,32.9924858,74.9318127
Teesa,32.8322237,76.1538308
Anantnag,33.7368773,75.1455138
Ramagundam,18.7615156,79.4787848
Palani,10.4511094,77.5154495
Annur,11.2329709,77.103523
Karamadai,11.2393183,76.9600768
Gandhinagar,23.2232877,72.6492267
Kutiyana,21.6228345,69.9852088
Madhavpur,21.2556395,69.9653396
Vatsavai,16.980011,80.2432611
Muthur,11.0436623,77.7344856
Arachalur,11.1585516,77.6981079
Chinna Dharapuram,10.8526209,77.8495303
Vellakovil,10.9478718,77.7072004
Barughutu,23.786682,85.5551775
Sulur,11.0268912,77.1258565
Sambalpur,21.4705391,83.9761511
Chittaranjan,23.8491569,86.901887
Mihijam,23.8526044,86.8788101
Laukaha,26.5463094,86.4708424
Amudalavalasa,18.4111443,83.8993345
Dhuri,30.3708266,75.8647369
Paramathi Velur,11.1081433,78.0094879
Kapurthala,31.3815015,75.3843769
Pipar City,26.385203,73.5382451
Durgapur,23.5350475,87.3380425
Pehowa,29.9783724,76.5832383
Ambivali,19.2653323,73.1715834
Ranavav,21.6855115,69.7442621
Birpara,26.711324,89.1390175
Abhayapuri,26.334307,90.6669044
Dullabhcherra,24.48627,92.4355853
Kumarghat,24.1610217,92.0383879
Dharmanagar,24.3734077,92.1655262
Manu,23.9970074,91.9967767
Siaha,22.4899565,92.9812107
Senapati,25.2726634,94.0267486
Roing,28.1368472,95.8430824
Raha,26.2297145,92.5168395
Changlang,27.1398402,95.7382485
Kibithu,28.282565,97.016511
Barnala,30.3762012,75.5435927
Uppinangadi,12.83834,75.2485277
Holalkere,14.0428326,76.1844875
Bairabi,24.1830512,92.5354313
Erumely,9.4813743,76.8448927
Naggar,32.1132488,77.1640042
Kolenchery,9.9796581,76.4731199
Danapur,25.6358901,85.0474045
Surathkal,12.9893484,74.8002073
Kidangoor,9.6846118,76.6103734
Sikar,27.6091864,75.1395503
Thiruvaiyaru,10.8797198,79.1039298
Siwan,26.2184558,84.3585062
Motihari,26.6506888,84.9114654
Kushinagar,26.7438272,83.9162322
Nagapattinam,10.7647952,79.8430779
Karaikal,10.91571,79.8375761
Chidambaram,11.3994826,79.6909383
Sirkazhi,11.2377794,79.7395752
Srimushnam,11.401355,79.4045922
Tharangambadi,11.029929,79.852196
Teghra,25.4920069,85.9425973
Barauni,25.4676424,85.9904136
Jangipur,24.4561534,88.1073968
Rampurhat,24.1763069,87.7859569
Dhulian,24.6786543,87.954654
Pal Lahara,21.4339173,85.1902347
Kendujhargarh,21.6376203,85.6088638
Obra,24.4676117,82.9932634
Dabhoi,22.1336175,73.4201004
Obaidullaganj,22.997321,77.5869174
Soraba,14.3789817,75.0937842
Damua,22.1936876,78.4681349
Bijuri,23.2507426,82.1160335
Tilda Neora,21.5504271,81.795756
Kotma,23.204204,81.9789987
Mahabaleshwar,17.9242764,73.6575799
Mangaon,18.2381652,73.2820797
Nagothane,18.5440657,73.1362935
Roha,18.4356709,73.1195957
Pipavav,20.9388589,71.4770408
Phulambri,20.0901347,75.4202614
Sillod,20.2997045,75.6524885
Shegaon,20.7961403,76.6930662
Loni,28.7317295,77.2900919
Rangat,12.507013,92.9229156
Mayabunder,12.9100152,92.9014454
Kufri,31.1006627,77.2633837
Mashobra,31.1307902,77.2271632
Jubbal,31.1081588,77.6650714
Duliajan,27.3559134,95.3192307
Makum,27.4845427,95.4381283
Kalamassery,10.0521676,76.3199033
Tirumangalam,9.8238241,77.9862243
Kirandul,18.6351451,81.2568258
Titwala,19.2948464,73.2051012
Ambernath,19.2015607,73.2004771
Mira-Bhayander,19.2970316,72.858686
Ulhasnagar,19.2236329,73.1671515
Kulgaon Badlapur,19.1650196,73.237532
Khanauri,29.8326902,76.113789
Dirba Mandi,30.0673105,75.9904026
Kadayam,8.8227905,77.3740391
Thingal Nagar,8.2018261,77.3035401
Eraniel,8.2063659,77.3169767
Padmanabhapuram,8.2515242,77.3245939
Valiyoor,8.3843165,77.6089133
Surandai,8.9777777,77.4200728
Konni,9.2266942,76.8499466
Vandavasi,12.5056013,79.6049607
Durgachak,22.0712614,88.1376225
Kolaghat,22.4430461,87.8737389
Minicoy,8.2892876,73.0618573
Nilokheri,29.8397737,76.9318026
Karnal,29.6803266,76.9896254
Dharapuram,10.7369082,77.5260968
Uthamapalayam,9.8066417,77.3332704
Shikohabad,27.1037645,78.5881058
Hosur,12.7328844,77.8309478
Marakkanam,12.1959326,79.9441819
Podaturpet,13.2830849,79.4836885
Ganjam,19.3883898,85.0496786
Neyveli,11.535987,79.4824392
Sullurpeta,13.70129,80.0206976
Nagore,10.8166979,79.8403641
Ayyampettai,10.8962881,79.1886395
Feroke,11.1825447,75.8375372
Bah,26.8693745,78.5930649
Fatehabad,27.027158,78.3009107
Sikandra,26.9472867,76.57777
Bassi,26.8349177,76.0499664
Mahwa,27.0471366,76.928784
Dausa,26.893342,76.3376514
Kopaganj,26.0205442,83.5685545
Bhubaneswar,20.2602964,85.8394521
Sivaganga,9.8486881,78.4870461
Chittivalasa,17.9345148,83.4290865
Rengali,21.2637295,85.0200561
Talcher,20.9458183,85.2111736
Brajarajnagar,21.826103,83.9194876
Vasco,15.3984159,73.8128829
Jetpur,21.7543725,70.6189391
Lavasa,18.4045968,73.5041748
Malavli,18.7441899,73.4811334
Gummidipundi,13.4167141,80.1270858
Chinnasalem,11.6354866,78.8809891
Vazhapadi,11.656209,78.4017942
Sheohar,26.5139825,85.2929878
Andimadam,11.3357062,79.3747352
Ramadurga,15.9449549,75.2967797
Shahkot,31.0831064,75.3366711
Mandideep,23.0965633,77.5144525
Caltex Circle (Gandhi Circle),11.8761292,75.3735339
Nashirabad,21.0026188,75.6564662
Jalgaon,21.0100695,75.5696003
Alnavar,15.4271868,74.7383896
Molakalmuru,14.7173158,76.7454574
Ghataprabha,16.2391814,74.7623492
Bijni,26.4969244,90.7014587
Chandapura,17.4436387,77.433391
Mirik,26.8881872,88.1888396
Patiala,30.3301995,76.4007656
Kaithal,29.7996588,76.3989903
Jind,29.3152073,76.314082
Fazilka,30.4032097,74.0310609
Abohar,30.1450543,74.1956597
Jhansi,25.4502464,78.5800085
Paravur,8.8098891,76.6715303
Gondia,21.455228,80.1962729
Kannauj,27.0536345,79.9201719
Kanpur,26.4609135,80.3217588
Maraimalai Nagar,12.7958223,80.0269097
Unnao,26.543584,80.487148
Doda,33.1449112,75.5473969
Puttaparthi,14.1636778,77.8124982
Varkala,8.7340434,76.7252855
Parbhani,19.262469,76.7718
Nanded,19.169335,77.311013
Nandgaon,20.307866,74.6572349
Rewalsar,31.6324806,76.8332983
Kedarnath,30.7338877,79.0669073
Faizpur,21.1637085,75.8559805
Sidhauli,27.2825127,80.8355739
Dadri,28.5534523,77.5555503
Lakhimpur,27.946309,80.7815166
Samarlakota,17.050885,82.1710738
Neriamangalam,10.0539414,76.7742172
Bangarmau,26.8916447,80.21506
Hardoi,27.4010619,80.1329669
Bewar,27.2183955,79.2971696
Baheri,28.7740963,79.4957143
Kichha,28.9103155,79.5189401
Tilhar,27.9627265,79.7375927
Kaimganj,27.5544674,79.3364394
Chandausi,28.449104,78.7828513
Nhavi,21.1977383,75.8362524
Ujhani,28.0018463,79.0087423
Sambhal,28.585197,78.570932
Udvada,20.4826958,72.8684105
Rampur,28.8014001,79.0284337
Moradabad,28.8334982,78.7732864
Gajraula,28.8360988,78.2452916
Noorpur,29.1500679,78.4074691
Chandpur,29.1373122,78.2715003
Seohara,29.2071574,78.5842226
Hasanpur,28.7227817,78.2826224
Amroha,28.90662,78.4707309
Bijnor,29.3695221,78.1371435
Kashipur,29.2117573,78.9617306
Yawal,21.1691008,75.6993641
Sherkot,29.3248768,78.5732637
Najibabad,29.6131324,78.3430066
Nagina,29.4407679,78.4299763
Dhampur,29.3076322,78.5096181
Barhāpura,29.5253255,78.5325567
Kiratpur,29.504454,78.2027486
Thakurdwara,29.1921593,78.8618197
Karatagi,15.6081507,76.658816
Haridwār,29.9384473,78.1452985
Gola Gokarannath,28.074659,80.4720642
Mailani,28.2907772,80.343372
Rampur Maniharan,29.8035244,77.4513729
Shamli,29.4483494,77.3087719
Behat,30.1713379,77.615188
Badshahrbagh,30.2557295,77.6216451
Sardhana,29.1453449,77.6107693
Baraut,29.1027886,77.2587454
Dildarnagar,25.4196587,83.6713697
Tarapith,24.1151986,87.7968683
Chadachana,17.3124343,75.6606747
Ugara Khurd,16.6476001,74.8177986
Kakkera,16.3842566,76.5894855
Madurai,9.9261153,78.1140983
Hutti,16.2023654,76.6680329
Shedabal,16.6911849,74.760589
Chopan,24.5178532,83.0234741
Robertsganj,24.6898057,83.0653008
Mawsynram,25.2988198,91.5824514
Mawshynrut,25.6614608,91.0617256
Pynursla,25.3090785,91.9005116
Chokpot,25.3234752,90.4216374
Resubelpara,25.9041666,90.607134
Dalu,25.2394094,90.1918773
Selsella,25.6391885,90.0415585
Garobadha,25.5780383,90.023199
Dadenggiri,25.7616516,90.2201182
Ghorawal,24.7534535,82.779558
Mariahu,25.6047132,82.6033192
Bhadohi,25.3941093,82.5701465
Sultanpur,26.2588602,82.0716893
Mandi Bamora,24.0584927,78.0803715
Madhubani,26.357794,86.069304
Hupari,16.6175903,74.4067388
Kulpahar,25.3185145,79.640813
Nowgaon,25.0628407,79.4393934
Rath,25.5936555,79.5665356
Charkhari,25.4020487,79.750268
Jalaun,26.1431896,79.3335685
Auraiya,26.4645159,79.5101594
Kuraoli,27.3972776,78.9697667
Farrukhabad,27.3895336,79.5790994
Gursahaiganj,27.1178018,79.7316338
Bhongaon,27.2552259,79.181767
Mainpuri,27.2270677,79.0271702
Chhibramau,27.1493493,79.5030602
Sikandra Rao,27.68798,78.3805599
Aliganj,27.4944801,79.1708295
Hathras,27.5975888,78.0545477
Sadabad,27.4390229,78.0359173
Jahangirabad,28.4033531,78.1049538
Anupshahr,28.3573482,78.2678725
Garhmuktesar,28.7883909,78.0903205
Siyana,28.6277173,78.0599187
Hapur,28.7299677,77.775499
Silao,25.0809002,85.4278348
Tundla,27.2132859,78.2371117
Firozabad,27.1527986,78.3991439
Mant,27.6344839,77.711505
Sohna,28.2459908,77.0670992
Nuh,28.1033372,77.0047993
Aurangabad,24.7536696,84.3746725
Barhi,24.3045445,85.4194812
Hazaribagh,23.9924352,85.3616252
Chatra,24.2056663,84.8707742
Lohardaga,23.433053,84.679921
Barki Saria,24.1760046,85.8893597
Danwar,24.4107515,85.9818431
Sheikhpura,25.139584,85.8381996
Sahibganj,25.244263,87.6348084
Dalkola,25.877093,87.8414703
Katihar,25.5433817,87.5690417
Aravakurichi,10.7770404,77.9094009
Sarmathura,26.5155043,77.3724377
Manoharpur,27.2984347,75.9517562
Sini,22.7932599,85.9454015
Rourkela,22.2309255,84.8678705
Bankura,23.235601,87.0660229
Lachung,27.6897097,88.7425876
Dudhnai,25.9827514,90.7824497
Burhar,23.2120356,81.5361624
Kymore,24.0454746,80.5920888
Hanamkonda,18.0068629,79.5578719
Kazipet,17.9807175,79.5131833
Nava Raipur,21.1610268,81.7864412
Raghunathpur,23.5381361,86.6739117
Amethi,26.7560594,81.1576748
Saltora,23.5217886,86.935786
Kozhikode,11.2450558,75.7754716
Mirganj,26.365964,84.3373624
Shahgarh,24.3139578,79.118333
Mairwa,26.2366547,84.1505195
Gopalganj,26.4609692,84.4398292
Ramnagar,27.1651657,84.3285453
Georai,19.2625294,75.7504928
Manipal,13.3519723,74.7870308
Barharia,26.3156046,84.4560243
Goreswar,26.5282906,91.7249869
Saila Khurd,31.2970718,76.0749356
Maharajganj,26.108443,84.5028865
R S Pura,32.6069839,74.7338563
Asmoli,28.6949735,78.5333629
Petlad,22.4770467,72.8003365
Koliwar,25.5734451,84.7911476
Anandpur Sahib,31.2346773,76.4973104
Howly,26.4249628,90.9712027
Kheralu,23.8851474,72.6172316
Vadnagar,23.7848358,72.6346407
Dasuya,31.8143209,75.6573028
Nakodar,31.1264364,75.4761382
Sri Hargobindpur,31.6875406,75.4784376
Baleshwar,21.5017098,86.9216712
Amargarh,30.4634148,76.0115571
Sualkuchi,26.1699129,91.5708517
Khem Karan,31.144424,74.559673
Patti,31.2802361,74.8551871
Firozpur,30.9611784,74.6092483
Nabha,30.3739948,76.1528674
Aminagada,16.0572246,75.9450563
Rajkot,22.3053263,70.8028377
Bawani Khera,28.9497708,76.0317482
Bhiwani,28.7931703,76.1391283
Tosham,28.8701972,75.9153045
Hansi,29.10532,75.9634101
Narwana,29.5931892,76.1274098
Uklana,29.5124365,75.8782021
Kalanwali,29.8330601,74.9760939
Mandi Dabwali,29.9657112,74.702937
Sardulgarh,29.6934466,75.23753
Bathinda,30.206791,74.9463699
Ratia,29.6862307,75.5750521
Rohtak,28.9010899,76.5801935
Pataudi,28.325914,76.7787023
Farrukhnagar,28.4479606,76.8229285
Jhajjar,28.6066833,76.6580764
Jhunjhunu,28.1287995,75.3992581
Churu,28.298335,74.9679308
Taranagar,28.6707787,75.0361419
Hiranagar,32.4544251,75.2701192
Bari Brahmana,32.6383139,74.9152361
Bishnah,32.6121578,74.8562556
Vijaypur,32.5664955,75.0172188
Barama,26.5258068,91.3503161
Pathsala,26.5051095,91.1778073
Miao,27.4873015,96.2063386
Verka,31.6641033,74.9350828
Bikaner,28.0159286,73.3171367
Ringas,27.36621,75.5676292
Shri Madhopur,27.4652463,75.5974065
Neem Ka Thana,27.7360104,75.7854205
Khandela,27.605004,75.5015868
Jiribam,24.8098254,93.1137269
Mancherial,18.8761795,79.4449696
Sringeri,13.4261724,75.255369
Chenani,33.0364084,75.2838937
Belaganj,24.9689174,84.9758841
Seppa,27.3594183,93.0406098
Nidagunda,17.2926994,77.3758573
Waghodia,22.3043328,73.4016768
Kharar,30.7488437,76.6428994
Panchkula,30.6975401,76.8551066
Dera Bassi,30.5882408,76.8438542
Dhemaji,27.4763797,94.5629622
Chapakhowa,27.9165575,95.7644593
Birpur,26.5151843,87.0084605
Madhepura,25.9174142,86.7915907
Periyakulam,10.1198663,77.5467069
Mulanur,10.794702,77.7111766
Vijayamangalam,11.2423896,77.5030648
Madukkarai,10.9148303,76.9534813
Anaimalai,10.5822989,76.9343247
Digod,25.221388,76.0790263
Sawai Madhopur,26.0188919,76.3522441
Dabra,25.8830577,78.3322859
Thanagazi,27.3999312,76.3164873
Anupgarh,29.1906459,73.2113999
Haldibari,26.3368378,88.7833976
Sitalkuchi,26.1710392,89.1900739
Kuttippuram,10.8445683,76.0330703
Hale Hagari Bommanahalli,15.0448586,76.198169
Buxwaha,24.2495305,79.285843
Nelamangala,13.0953024,77.3963586
Mahrauni,24.5849859,78.7273607
Sunam,30.134004,75.8062777
Jorethang,27.131523,88.2825347
Chirgoan,31.2334711,77.8745647
Raghogarh,24.444936,77.1960528
Fakiragram,26.3632189,90.1802714
Manuguru,17.9383442,80.8179917
Alwar,27.5645949,76.6132248
Joda,22.0246322,85.4236946
Rohtas,24.6342713,83.9639504
Vithura,8.67,77.085
Shivpuri,25.4235256,77.6551422
Karera,25.4555666,78.1345266
Bhawanigarh,30.2623648,76.041332
Khowai,24.081208,91.5989065
Cheruthoni,9.8581974,76.9618039
Dhanera,24.5078597,72.0234504
ડાયપર,23.6348031,68.9011899
નાલલીયાં,23.2605569,68.8270602
Nagrota Bagwan,32.1079012,76.3785064
Baddi,30.9339975,76.8063071
Kunihar,31.0788673,76.9607208
Tarapur,22.4882996,72.6576842
Vanasthali,26.4063103,75.8600789
Jhalrapatan,24.5419929,76.1735064
Bagra,25.1974472,72.593307
Okha,22.4708783,69.0751355
ગાંધીધામ,23.0718743,70.131715
આદિપુર,23.0734471,70.0906075
Sarkhej,22.983483,72.5007203
Panagar,23.2848018,79.9958767
Alang,21.3968581,72.1774463
Torpa,22.9265571,85.0842705
Sangrur,30.2432006,75.8358123
Anand,22.5586555,72.9627227
Nellore,14.4493717,79.9873763
Zankhvav,21.4512994,73.3205248
Khuntuni,20.5627489,85.7266954
Mandvi,21.254926,73.3046407
Kalyan-Dombivli,19.2391602,73.1293186
Vasai-Virar,19.4210423,72.8197221
Durg,21.1896499,81.2851077
Bardoli,21.1220023,73.1135988
Kalyani,22.9749723,88.4345915
Attingal,8.6985965,76.8134401
Shuklaganj,26.4789045,80.388953
Pakur,24.6392767,87.8423714
Gumla,23.0426077,84.5422286
Padubidri,13.1412169,74.7707857
Mannargudi,10.6673278,79.4443834
Kuttanallur,10.7102438,79.5176785
Melukote,12.6624052,76.649649
Puthuppally,9.5593525,76.5715284
Reodhar,24.6193158,72.5263414
Raniwar,24.7517805,72.2041022
Anakkara,9.6646996,77.1580992
Pallipalayam,11.3652431,77.7482633
Rangapara,26.8177808,92.6862372
Karaikudi,10.0728444,78.7795194
Chandannagar,22.8639237,88.3703496
Singrauli,24.1974432,82.6661453
Doimukh,27.150677,93.7549422
Tuli,26.6796166,94.6451344
Longleng,26.4888846,94.8131535
Nokha,27.5574906,73.472363
Munger,25.3773519,86.4731039
Joida,15.1645515,74.4850675
Warthi,21.2366821,79.6449926
Manihari,25.3413879,87.6195074
Brahmapur,19.3098134,84.7971562
Kadachira,11.8330744,75.4551155
Sri Ganganagar,29.9270556,73.8761519
Chengannur,9.3178608,76.6139049
Thiruvalla,9.3867448,76.5762652
Beypore,11.1790668,75.8101768
Jintur,19.6060365,76.6889565
Purusottampuram,17.5030386,82.7925833
Jammu,32.7185614,74.8580917
Gandepalli,17.1391904,81.9579411
Manamelkudi,10.0419221,79.229987
Pydibheemavaram,18.1431564,83.6287585
Chhapar,27.8178069,74.4427888
Jayal,27.2220563,74.1850347
Parjang,20.9224679,85.3170924
Biswanathpur,20.8499754,85.2101473
Panaji,15.4989946,73.8282141
Sangarul,16.6832988,74.092164
Calangute,15.545594,73.7646182
Thisayanvilai,8.3355721,77.8668199
Chirkunda,23.7451314,86.7869794
Bhilad,20.2753937,72.8814029
Makhinga,21.1362096,72.966032
Amadpore,21.0019743,72.9682636
Garhi Manikpur,25.7637888,81.4118044
Sojat,25.9245937,73.6652394
Dankuni,22.6820899,88.2907444
Gharsana,29.0231819,73.0742912
Rupa,27.2038979,92.3998289
Chongkham,27.8091598,96.0327786
Namsai,27.6658391,95.861432
Jonai,27.8291446,95.2234184
Mebo,28.1674961,95.4234708
Dumas,21.0878845,72.712561
Rajim,20.9684716,81.8796833
Pithapuram,17.1133426,82.2543331
Mughal Sarai,25.2807327,83.1251282
Kinnigoli,13.0637099,74.8479742
Kallidaikurichchi,8.6835764,77.4637421
Sujangarh,27.7018278,74.468707
Didwana,27.4029944,74.577845
Phagi,26.5769773,75.5586964
Malpura,26.2888019,75.3729774
Sambhar,26.9110014,75.1848367
Chaksu,26.6059831,75.9430338
Kiriburu,22.1052858,85.2946667
Lad Rymbai,25.369275,92.3261195
Bangaon,23.0434655,88.8317765
Kanina Khas,28.3302472,76.3091414
Singhana,28.0980168,75.8365734
Narayanpatna,18.8789148,83.1681889
Mahendragarh,28.265912,76.1514755
Nangal Chaudhri,27.89058,76.1107826
Narnaul,28.0438456,76.1062015
Manpur,24.8047161,85.0258508
Tengapani,27.7708903,95.9808556
Siwani,28.9110335,75.6123447
Kamshet,18.7629201,73.5576474
Naidupeta,13.9090882,79.8965348
Sathankulam,8.4436636,77.9153685
Mattan,33.7625855,75.2099476
Tanur,10.9783391,75.8763569
Chettippadi,11.0719508,75.8535842
Manglaur,29.7921496,77.8760645
Maheshkhunt,25.4660038,86.6380889
Kishangarh Bas,27.8177405,76.7279416
Tijara,27.9350861,76.8522328
